"RespondentID","Gender","Age","AgeGroup","EducationLevel","IncomeGroup","Income","CarOwnership","PrimaryMode","TripDistance_km","TripTime_min","TripsPerDay","YearsDriving","ResidentialZone","PS1","PS2","PS3","PS4","PS5","SQ1","SQ2","SQ3","SQ4","EA1","EA2","EA3","EA4","BI1","BI2","BI3","AB1","AB2","AB3"
"BUTS_0362",1,32,2,4,3,33813,1,3,17.5,85,4,14,3,4,3,2,3,2,4,3,2,3,2,3,1,3,3,3,4,2,3,3
"BUTS_0363",1,52,4,3,2,29694,0,1,5,25,2,31,3,3,1,1,2,1,2,2,2,2,2,1,1,1,2,3,2,1,3,2
"BUTS_0364",1,24,1,4,2,27282,0,1,41.3,200,3,2,1,2,2,3,1,1,1,2,1,1,2,1,1,1,3,2,2,2,3,2
"BUTS_0365",2,57,5,5,2,20815,0,4,13,44,5,34,2,2,3,2,2,2,4,3,2,3,2,3,3,3,2,2,2,1,1,1
"BUTS_0366",1,24,1,4,3,35545,0,4,12.1,49,3,6,2,3,1,1,2,NA,2,3,3,3,3,3,2,3,3,3,3,3,4,NA
"BUTS_0367",1,49,4,4,4,57352,1,3,18.4,82,4,31,3,3,3,1,3,2,2,3,3,4,3,3,3,2,3,3,2,2,3,3
"BUTS_0368",1,37,3,2,1,10155,0,2,7.3,22,3,15,3,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,2
"BUTS_0369",1,51,4,4,2,18760,0,2,28.5,114,2,32,1,3,2,3,3,2,4,2,3,1,2,3,1,3,3,3,1,3,2,1
"BUTS_0370",1,27,2,3,1,10928,0,4,5.8,19,4,6,1,2,2,3,2,1,2,3,1,3,4,3,2,3,4,3,1,4,3,3
"BUTS_0371",2,51,4,5,3,49159,1,3,13.8,53,6,30,3,4,5,4,4,3,3,3,3,2,3,2,3,3,4,3,3,3,3,2
"BUTS_0372",1,32,2,4,4,103845,1,4,19.2,63,2,14,2,3,1,2,2,2,2,2,2,1,4,2,4,3,2,3,3,1,1,1
"BUTS_0373",1,38,3,4,1,12348,0,4,11.6,58,5,20,4,3,2,2,2,2,2,3,1,3,5,5,4,4,3,4,4,2,1,3
"BUTS_0374",2,25,1,4,2,28490,0,3,29.4,139,3,2,1,1,3,2,2,3,3,3,2,2,2,3,3,3,1,3,2,2,3,4
"BUTS_0375",2,23,1,5,2,29752,0,3,7.5,34,4,5,4,3,2,2,3,2,3,3,3,1,3,3,2,2,3,2,3,2,3,1
"BUTS_0376",1,47,4,5,1,8496,0,2,14,53,3,29,2,2,2,2,3,2,3,3,3,2,4,5,4,3,3,2,4,4,3,3
"BUTS_0377",2,37,3,2,1,12695,0,2,10.8,28,5,15,3,3,4,1,2,NA,3,2,2,2,3,1,2,2,4,2,3,3,3,NA
"BUTS_0378",2,22,1,4,2,26503,0,1,21.6,56,1,2,1,2,3,2,2,2,2,2,2,3,3,3,3,2,2,2,3,4,3,2
"BUTS_0379",1,33,2,5,2,26684,0,2,13,33,3,15,1,5,5,3,4,3,2,3,2,2,3,3,2,3,4,5,5,4,3,3
"BUTS_0380",2,23,1,3,2,28345,0,1,10.8,47,3,5,1,2,3,2,3,1,1,2,2,2,1,2,1,1,2,2,2,1,2,1
"BUTS_0381",1,40,3,4,2,18252,0,1,6.3,28,3,17,2,3,4,2,2,NA,3,3,2,2,2,1,2,2,4,4,3,2,2,3
"BUTS_0382",2,19,1,2,2,19401,0,2,8.1,24,3,1,4,2,4,2,3,1,2,2,3,1,1,1,1,2,1,2,2,2,2,1
"BUTS_0383",1,25,1,3,3,34638,1,2,13.3,63,2,3,1,3,2,2,3,2,2,4,2,2,3,4,3,3,4,3,3,4,2,3
"BUTS_0384",1,69,5,4,3,45004,1,2,10.1,31,3,51,2,2,3,3,2,1,2,3,3,4,2,2,2,2,3,3,3,3,4,2
"BUTS_0385",2,30,2,5,3,39917,0,4,4.2,11,2,9,1,3,3,3,5,2,3,3,3,2,4,4,3,3,4,4,3,3,3,2
"BUTS_0386",2,43,3,5,1,12953,0,1,7,34,2,25,2,3,2,2,2,2,3,2,3,2,3,3,3,3,2,3,3,3,3,3
"BUTS_0387",1,44,3,4,3,30228,0,1,13.7,68,3,21,3,2,1,1,2,1,1,3,1,2,3,4,3,4,4,2,2,1,1,2
"BUTS_0388",1,32,2,4,2,16768,0,3,2.9,11,3,11,2,3,2,3,3,3,3,2,3,1,2,1,2,1,3,3,1,1,2,1
"BUTS_0389",1,39,3,2,1,13738,0,1,32.2,124,3,17,1,1,2,1,2,2,3,4,3,2,4,2,2,2,3,3,2,3,1,2
"BUTS_0390",1,47,4,5,4,127228,1,4,9.4,33,2,25,3,3,3,3,4,3,2,4,1,3,4,4,3,3,4,3,3,2,3,3
"BUTS_0391",1,41,3,1,2,20693,0,3,17.2,78,5,22,2,3,3,2,2,3,2,2,2,1,3,2,2,3,1,1,3,3,2,3
"BUTS_0392",1,18,1,3,3,33986,0,1,16,46,3,1,1,4,3,3,2,3,4,4,5,3,2,2,1,2,4,3,2,3,3,3
"BUTS_0393",1,33,2,2,2,20531,0,1,2.2,6,5,14,4,2,2,3,3,3,4,5,4,4,4,3,3,3,3,4,4,4,3,4
"BUTS_0394",1,24,1,4,4,98186,1,1,11.5,52,1,3,1,2,2,1,2,3,1,2,1,1,2,2,1,3,1,2,1,1,1,1
"BUTS_0395",2,47,4,3,4,99416,0,3,19.4,84,6,25,2,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,4
"BUTS_0396",2,49,4,5,2,28394,0,1,21.3,80,1,27,3,3,3,2,2,2,3,4,3,2,4,4,4,4,3,3,3,2,4,2
"BUTS_0397",2,43,3,3,1,12102,1,1,7.7,21,2,21,2,3,2,2,3,2,3,3,3,2,3,2,3,3,2,2,2,2,1,2
"BUTS_0398",1,40,3,4,3,31719,1,4,6.8,32,2,21,2,3,2,3,3,1,3,3,2,3,2,2,2,1,2,1,2,1,1,2
"BUTS_0399",1,29,2,4,3,47001,0,3,9.3,27,2,9,3,2,2,1,1,1,4,5,3,3,2,3,3,4,4,3,2,2,3,NA
"BUTS_0400",1,43,3,4,1,11630,0,1,13.2,59,3,22,1,1,1,2,3,2,2,2,1,1,2,1,1,2,4,3,3,3,2,2
"BUTS_0401",2,31,2,3,3,45557,0,2,2.5,6,6,13,1,4,4,4,4,2,4,3,4,4,3,4,3,4,4,4,3,3,4,NA
"BUTS_0402",2,29,2,3,NA,NA,0,1,21.4,84,6,7,4,3,3,2,3,2,3,3,2,3,3,3,3,2,4,3,2,3,2,3
"BUTS_0403",1,42,3,2,2,21402,1,2,6.6,25,3,23,1,3,3,3,2,2,4,3,4,4,3,2,2,2,3,2,4,2,3,2
"BUTS_0404",1,27,2,2,3,35332,0,1,21.6,95,2,7,1,2,2,2,1,2,2,2,2,2,4,4,2,2,2,3,3,2,2,2
"BUTS_0405",1,19,1,3,2,26432,0,4,5.7,18,3,1,1,3,3,3,4,3,2,3,1,2,2,3,3,3,3,2,2,2,1,4
"BUTS_0406",1,21,1,4,1,12603,0,1,2.5,7,3,1,2,2,1,2,2,2,2,2,1,2,2,4,4,3,2,2,2,2,3,2
"BUTS_0407",2,44,3,5,4,61078,1,3,6.3,20,2,26,1,3,2,1,3,2,3,3,4,4,2,4,2,3,4,1,2,4,3,3
"BUTS_0408",2,27,2,2,4,62692,1,1,5.2,22,2,8,4,3,2,3,3,1,2,3,2,2,4,4,3,2,2,2,2,4,2,4
"BUTS_0409",2,31,2,2,4,107201,0,2,35.9,103,4,8,1,3,3,2,3,3,2,4,2,2,3,3,3,2,3,3,3,3,2,2
"BUTS_0410",1,23,1,2,2,25995,0,3,36.2,151,3,2,3,3,3,2,3,2,3,3,1,3,3,3,1,1,3,3,2,2,2,2
"BUTS_0411",2,40,3,5,3,44368,0,1,11.7,52,2,18,3,3,2,3,3,3,1,3,3,2,3,3,3,2,4,5,3,4,3,3
"BUTS_0412",2,47,4,3,3,49586,0,1,3.5,11,2,25,2,2,3,3,2,2,2,1,2,1,3,2,2,2,3,3,1,2,1,NA
"BUTS_0413",1,30,2,4,4,68170,0,3,25.5,107,3,8,2,2,2,2,2,3,2,2,3,3,3,3,4,3,4,3,2,3,2,3
"BUTS_0414",2,25,1,4,3,48113,0,3,14.4,42,3,6,4,3,3,2,3,NA,2,3,3,2,3,2,2,2,3,3,2,2,2,1
"BUTS_0415",2,44,3,4,4,148619,1,4,20.8,93,2,23,1,3,4,3,4,2,3,2,3,3,2,2,3,1,3,3,2,4,2,2
"BUTS_0416",1,38,3,2,2,18735,0,3,7.2,23,2,16,2,2,2,2,2,1,2,2,3,1,2,4,3,2,1,2,1,1,3,2
"BUTS_0417",1,36,3,5,3,38515,0,4,28.2,112,2,18,1,3,2,2,2,2,4,3,3,3,2,2,1,1,3,2,2,1,2,2
"BUTS_0418",1,35,2,5,3,39150,0,4,20.4,87,3,14,4,2,2,1,3,2,2,2,4,2,4,3,2,2,2,2,2,1,1,2
"BUTS_0419",1,61,5,4,3,40361,1,4,31.7,149,2,39,3,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,4,1,2,2
"BUTS_0420",2,25,1,3,3,36789,1,3,21.1,73,2,3,2,3,2,2,3,3,2,3,3,2,2,3,3,2,3,3,2,2,3,2
"BUTS_0421",1,29,2,4,2,20898,0,2,24.5,76,2,11,4,2,1,2,1,2,4,3,2,2,2,4,2,2,3,2,2,4,3,3
"BUTS_0422",1,41,3,5,2,21662,0,1,3.3,13,3,19,2,4,3,4,3,2,3,4,3,3,4,4,3,2,4,3,3,2,2,3
"BUTS_0423",2,40,3,5,2,26004,0,1,9.7,42,2,21,2,2,3,2,2,1,3,3,3,2,2,1,2,2,4,2,3,3,2,3
"BUTS_0424",1,34,2,3,2,29072,1,1,8.4,23,5,16,2,2,1,2,3,2,2,1,2,3,2,2,2,2,2,2,2,3,4,3
"BUTS_0425",2,32,2,4,2,21072,0,3,5.2,18,2,13,1,4,4,3,2,2,5,4,3,3,3,3,1,2,3,2,4,2,3,2
"BUTS_0426",1,33,2,5,NA,NA,0,1,4.7,16,4,12,2,3,2,1,2,3,3,4,3,3,3,2,2,4,2,2,3,3,4,3
"BUTS_0427",1,38,3,4,1,13904,0,4,12.3,45,2,20,4,3,1,4,4,3,2,4,3,2,4,3,5,2,4,2,3,3,3,3
"BUTS_0428",1,28,2,2,3,41670,0,2,36.1,112,4,6,3,2,2,1,1,2,2,3,2,2,1,2,1,1,3,3,1,2,2,3
"BUTS_0429",2,41,3,2,1,12409,0,3,10.2,51,2,23,3,3,2,1,3,2,3,4,2,2,3,3,2,3,4,3,3,3,3,3
"BUTS_0430",1,29,2,4,1,13109,0,2,6.7,27,3,10,3,4,4,3,3,2,2,2,3,3,4,3,3,3,4,3,3,3,3,2
"BUTS_0431",1,24,1,4,2,19472,0,3,11.9,46,2,1,3,4,4,4,4,3,4,4,3,3,3,4,2,3,4,5,5,3,2,3
"BUTS_0432",2,22,1,3,3,49158,1,1,12.6,63,3,3,2,4,3,3,5,3,2,3,1,2,2,3,2,2,3,1,3,2,3,2
"BUTS_0433",2,29,2,4,2,21572,1,4,14.3,69,2,8,3,3,3,4,3,2,3,3,2,2,3,2,1,2,3,3,2,2,3,2
"BUTS_0434",1,23,1,2,3,46920,0,3,7,25,3,5,2,2,2,1,2,2,3,2,1,2,2,3,2,1,3,3,3,3,2,2
"BUTS_0435",1,51,4,2,3,47455,0,3,7.8,34,2,32,1,2,3,3,4,2,2,3,2,4,2,2,3,2,3,3,1,1,2,1
"BUTS_0436",1,26,2,3,2,26537,1,1,8.1,25,4,6,2,3,3,2,2,3,3,2,2,2,3,3,3,3,4,3,3,3,3,1
"BUTS_0437",1,38,3,4,2,21585,0,1,19.5,80,2,16,3,2,1,1,2,1,1,3,2,3,3,1,3,3,2,3,2,1,2,1
"BUTS_0438",2,51,4,4,2,20023,0,4,5.7,17,3,32,1,2,2,2,2,2,3,4,3,2,2,2,2,2,3,3,3,3,2,2
"BUTS_0439",1,32,2,4,2,27021,1,1,9.7,47,1,11,1,2,2,1,2,1,4,3,4,3,2,2,2,3,2,2,2,3,4,3
"BUTS_0440",1,28,2,3,2,15690,0,3,4.7,20,2,6,1,4,2,2,4,1,3,4,3,2,5,3,4,2,4,3,3,3,3,3
"BUTS_0441",1,37,3,5,2,21545,0,3,16.5,82,3,15,2,1,1,3,2,1,1,2,3,1,4,3,3,3,3,3,4,2,2,3
"BUTS_0442",1,42,3,4,2,28917,0,3,25.5,84,4,20,4,4,3,2,4,3,5,4,4,4,5,5,5,4,3,4,3,4,4,4
"BUTS_0443",1,32,2,2,NA,NA,0,1,14.9,68,3,11,4,2,3,2,2,NA,2,3,2,1,2,2,1,2,2,2,2,1,2,2
"BUTS_0444",1,53,4,4,NA,NA,0,1,6.1,25,5,35,3,3,1,2,2,2,1,2,1,2,3,3,1,3,2,1,1,2,2,2
"BUTS_0445",2,30,2,4,1,10589,0,1,7.1,29,2,7,2,4,3,4,3,3,3,4,3,2,3,3,3,3,4,4,3,5,5,3
"BUTS_0446",2,44,3,4,3,40621,1,1,69.6,191,2,22,3,1,2,2,2,1,1,1,2,2,1,3,2,1,2,1,2,2,4,3
"BUTS_0447",1,40,3,4,NA,NA,0,1,3.2,8,1,20,4,3,1,1,2,1,3,2,2,2,2,3,2,3,1,1,2,2,2,2
"BUTS_0448",2,44,3,4,4,126779,1,4,3.3,16,2,22,3,2,2,1,2,1,5,5,3,3,4,3,3,2,4,3,3,3,3,3
"BUTS_0449",1,48,4,5,3,48162,0,3,1.2,4,2,25,4,2,2,1,3,3,3,4,3,3,3,2,2,2,2,3,3,2,3,2
"BUTS_0450",1,33,2,4,2,20220,0,2,21.9,77,4,10,3,3,2,1,3,2,2,3,3,1,4,2,3,2,3,2,2,2,2,1
